,0,1
10,"[3279.4715039368148, 6952.468425989704, 6952.468425989704, 1730.1180340557275, 0.45459255640880764, -35.249174128451926, 61.254975022476444, 14.05529678226, 28.6680413369441, 4.332964261967401, -1.3678033138943484, -0.7918456937265602, 5.126027743602627, 5.354616156222792, 1.2288205995656263, -7.258694713372378, -0.5163418597870888, 0.21383267556075006, -1.3000597225141395, -0.1078485820507927, -1.2475896796654764, -2.5215535106145137, 0.5749947810376779, 1.569492246261126, -1.7231374827286772, 107.666015625, 623.52]",pop
11,"[3193.941233756429, 6993.078415023202, 6993.078415023202, 1595.7575464396284, 0.4119721660106863, 24.37291552791585, 68.9633349789998, -4.225519557527361, -1.042203924476871, 5.244323605050379, 2.9928979429284697, 4.334864552210885, 4.276994745797774, 6.426987932570525, 3.6292158243488326, 0.1043992968744117, -0.018928372509704097, 2.060199326408202, 1.5463002859483985, 3.9931891200338416, 2.816582739219276, 2.1992309974178474, 1.573193019148123, -0.46357226235671195, 0.5265548929419792, 107.666015625, 558.2553191489362]",pop
12,"[3501.7137290054193, 7199.650612674014, 7199.650612674014, 1871.8102989551085, 0.5046238216932386, -23.22920618668385, 53.78957167427524, -0.6408652910652656, 14.757180045425851, 4.877630151964341, 6.734759176630462, 4.859836273729742, 4.956542996842014, 4.267816316905343, 3.1149966496964168, 2.547917923768632, 2.9858458124238876, 4.639784705642107, 2.859853218410361, 2.1822965485591506, 1.0698209739178925, -0.4670293195198728, 0.389704375203693, -1.170884069933837, 0.5525900966607445, 99.38401442307692, 632.2244897959183]",pop
13,"[3486.337770759254, 7442.336306826421, 7442.336306826421, 1799.0518575851393, 0.41246566991075495, 13.483977983842838, 58.231023835576785, -2.1779792679893024, 5.023175932095844, 8.061619291541975, -0.49680483020533395, 4.0898905468560365, 2.2480659364897693, 4.302699459585922, 3.603535680850998, -0.49672406222809107, 2.414791457254923, 1.8871079042371273, 2.176240954399696, 1.9456553203645264, -0.16865540769395726, -0.6164240344586932, 0.7547878786028277, 0.7341187480398149, 2.008200585588985, 107.666015625, 625.8076923076923]",pop
14,"[3141.455104722229, 7236.921539660673, 7236.921539660673, 1311.889270510836, 0.34090838557633807, -59.55463916332049, 77.29155578249099, 26.395229495883555, 3.1835418613959283, 6.756015586095609, -0.04325274729448652, -0.6142362079147264, -0.6829919589306627, 4.1419899661266735, -0.43669804308133187, -4.537819887597359, -3.5604202036569994, -2.194913011467658, -3.5561882781961205, 0.25745541744222566, -4.67468346548771, -4.58821096712271, -3.7341045469651233, -1.3827661484557632, -0.8438667342568381, 95.703125, 605.0]",pop
15,"[2884.567958249356, 6428.84354381163, 6428.84354381163, 1214.3086058436531, 0.40380001805161636, -52.44399691695686, 74.0455317222447, 12.7398325860317, 24.480341376601004, 21.084408563535806, 1.9083901284865086, 6.810069646851399, 4.737928794638763, 8.40978637681651, 8.242816727583413, -2.275649441376829, -1.2036893028339748, -2.692266086926386, 0.26541628623792934, -1.0479881143357457, -0.8320650052941095, -1.2408048504352127, -2.330702711599424, 3.801056855911484, 0.2973253809744326, 172.265625, 635.5243902439024]",pop
16,"[3206.7389427968083, 7019.990755510441, 7019.990755510441, 1418.1320143188855, 0.38687793446644864, -45.6871418729304, 65.26284247280572, 12.925771064654608, 14.52760390295926, 7.038735214832155, 4.400752032092987, 6.626701255919014, 3.30146461697277, 7.731818078668869, 4.063941797918322, 3.6690180619023627, 2.606500155823189, 4.047433050262874, 2.3807729166220026, 1.774612279760724, -2.3979799326407747, -1.3484784522803601, -2.877166647527564, -0.8472807864774763, -2.5974031061240326, 103.359375, 642.7843137254902]",pop
17,"[2944.2615330796034, 6877.94322569243, 6877.94322569243, 1152.3588670665636, 0.39450351682341833, -44.11747858612954, 76.17883013493464, 22.909040911294447, 16.796819104621736, 22.99610083572128, 3.2791754057743927, 6.908599378012769, 0.0967161631255299, 6.498071551719181, 6.543870706238662, 0.8568299482529506, 2.7228599222782366, 4.515790787715982, 2.8585757533280156, 1.3264711577561128, 1.8045094104138626, 0.38069779778994717, -1.1091210740372712, -0.4265165681884558, 1.5643651468853954, 99.38401442307692, 645.4347826086956]",pop
18,"[3238.215471334929, 6701.347644920968, 6701.347644920968, 1651.0104247291022, 0.45182496350080487, 4.7881392837645125, 64.44132955771387, -2.4582796126131603, 10.4314625641166, 3.253141337108823, 7.838728201721619, 3.1081437924286077, 1.4071446674035983, 6.747916758945132, 4.885578879606878, 3.280028988351501, 1.758004210963714, 3.3460889809975023, 2.355284850268896, 1.4314161850109153, -0.603374617252732, -2.1777702420042377, -1.6005604163668343, -0.6162526779993784, -4.048588491357316, 103.359375, 638.5882352941177]",pop
19,"[3758.6474525942094, 7853.7154124673725, 7853.7154124673725, 1778.674051857585, 0.3934564611250169, -44.23770161253264, 51.35315794854079, 24.982996775860535, 12.159592865160654, 10.874251084113299, 7.6137641162954, 8.213783864543709, -0.7599892741227824, 5.95250248049744, 4.756770163021791, -2.507541729391871, 1.324472440316467, -1.9575486756540224, -0.45601048601883937, 0.23696289956413957, -2.0018800627373463, -1.966624225611977, -1.0354766796250072, 0.521438106606491, -0.3776095524280497, 103.359375, 622.48]",pop
20,"[3145.644794413794, 6691.954971632105, 6691.954971632105, 1358.585889125387, 0.4560149217153044, -47.93637556944236, 54.14138641781879, -3.9627200402463587, 21.493723975327807, 13.904776898617149, 5.998190005841666, 13.760641486942383, 1.0694607615781897, 6.737544368962012, 6.231211297359763, 1.6250784958703173, 0.4609159154085269, 2.417602737081596, -5.583000161919912, 0.3154572515711416, -0.9962372533911079, 0.644597475812732, 1.2586502562337345, 2.0728958002564655, 3.03250567691708, 117.45383522727273, 643.0]",pop
21,"[3046.6278671505743, 6630.894268416473, 6630.894268416473, 1188.2619001547987, 0.4139012067160833, -78.11387568084504, 65.96904214912601, 24.553764248220002, 25.633913989505483, 13.826998542138838, 3.6030075139825657, 16.21408866044904, 0.5780160121229307, 3.310788871288547, 4.157593036952981, 2.7169743319652735, 3.6499044539441443, 1.3993974442512056, 2.018259693471085, -1.8018253833683362, -3.9562398737331685, -0.9676696219701602, -1.0275698578976336, -0.47643748455748075, -0.754269205178474, 143.5546875, 648.6470588235294]",pop
22,"[3123.151410422542, 6616.3056482018565, 6616.3056482018565, 1428.986068111455, 0.45474495258345027, -42.75870813350857, 62.833982108801926, 4.770786025400644, 24.053330168950843, 9.651462220028153, -1.8745971835044826, 9.28311899170933, -2.962564890637353, 3.192147098555878, 5.930965269796038, -4.768050111923986, 3.0293452558811524, -1.2465426266888744, -3.5179066397506173, -0.3188266836080933, -1.443429813032219, -1.865331624565458, -0.01904639955785264, -0.7272548626571302, -0.9860986758849595, 103.359375, 634.9423076923077]",pop
23,"[3588.1331486527347, 7948.008526228973, 7948.008526228973, 1467.0961929179566, 0.35226555342876975, -46.99687136863932, 55.77385110721215, 27.64020067804584, 19.188764329141243, 15.184656071866177, 3.1779927734504074, 5.621518118441929, 1.604250872597305, 4.138135085547138, 1.6238723924734118, -1.5765472958375568, -2.998049773259935, -7.629406279083133, -3.8432916082735793, -8.112897233634305, -3.3701212764244435, -2.264911105059605, 4.505518218957048, 1.4397041603742824, -0.38441380362491534, 103.359375, 643.843137254902]",pop
24,"[3259.3901584652904, 7269.504456840922, 7269.504456840922, 1318.4349603328174, 0.4152977127940696, -20.19750424772552, 57.75763666331062, 16.798876141436512, 18.26435884631021, 8.96955575020639, 14.907034990585624, 2.6759800282609687, 3.754170245655177, 1.1093913078802022, 1.8421334563862977, -5.983576093264033, -3.608122389489372, -3.652497490628455, 0.9081632399201457, -0.47699372360001074, -0.41430786811767156, -4.6309764426620506, 1.9587852232355492, 1.5689732615253877, 0.5451099745947404, 135.99917763157896, 644.5970149253732]",pop
25,"[3270.08342933592, 6880.6744285636605, 6880.6744285636605, 1455.0025396671826, 0.48731039009747085, -25.98362689550679, 60.92125507599047, 5.989222833005419, 17.734785364116224, 5.110966821614682, 10.423497393658986, 2.475090230022022, 4.931050701503122, 8.135925021025404, 3.858799268990332, -0.18099005702116033, 7.254120565565402, 4.970825213968963, 0.9457510322698497, -2.292811843828286, 1.5653657445268352, 0.22874791967348457, 1.9315077202301307, 2.3764536520736126, 5.431330542234284, 107.666015625, 638.0925925925926]",pop
26,"[3593.7882860598097, 7634.711245649652, 7634.711245649652, 1854.1989164086688, 0.38745073413107833, -50.414528129925515, 56.432216273951674, 12.570803809313743, 11.27207652538099, -2.7397472188965435, 1.3645120802335016, 4.545487873312465, -0.9593083080188192, 2.295596215524141, 2.745110714392836, -1.970251927132003, 2.6032658382926868, -4.016293180099767, 0.6807302554223604, -1.4046426940101395, 3.32489309519061, 3.0317413040722707, 2.6323563479785275, 2.0757197147195203, 1.3581868337967942, 129.19921875, 644.1076923076923]",pop
27,"[1994.8445930486582, 4382.423177838602, 4382.423177838602, 726.4506337074304, 0.3519206917922051, -273.28588769529057, 103.15786585904829, 8.707333764273448, 31.720752189940594, 12.513808138835389, 3.4985437737566816, 3.934246471604068, -0.14623414278417482, -3.9050492378416117, 3.2356595238783727, -6.3649224088556515, -1.5369517634736012, -3.2182261607121987, -6.773979763107802, -3.811623057345033, -6.2356914206862175, -5.616775178489321, -4.0200420552760345, -2.395562254064433, -3.0820729706871712, 112.34714673913044, 612.5094339622641]",pop
28,"[4157.906085898697, 8677.672688424449, 8677.672688424449, 2305.2165973297215, 0.4470518001782117, -14.141163665539617, 44.35363672350263, 12.703158996603403, 10.149204720816828, 11.267976732592492, 3.966174016882773, 12.502353202124413, -2.167507432359586, 10.717335935562577, 2.2971395620000634, 5.046890865224807, -0.865354736337516, 3.8057140932621625, 1.6716647803718407, 1.5063810102990178, -0.1883747073128055, -1.0183232729623528, 4.7855198239023125, 4.859632953544614, 3.0518718631541777, 112.34714673913044, 607.8867924528302]",pop
29,"[2843.342553629715, 6480.969549829611, 6480.969549829611, 1251.7686967879256, 0.41273321291209475, -71.57173505562407, 81.10320852908657, 16.353794502115946, 8.941003157977883, 13.819501623784168, -0.7638339520852017, 12.504104224324992, -0.6585007494641094, 3.030880954563947, 3.0585428518965876, -3.225287126807321, -1.3258916153060183, -0.6514244040949618, -3.989810741218737, -0.9378343530453257, 1.9209789105532804, 3.5306720900019166, 5.9981620145410375, 6.097734755029404, 2.5819631311865603, 117.45383522727273, 635.875]",pop
30,"[2638.57012740193, 5624.096283171404, 5624.096283171404, 1070.7115905572755, 0.2772647760497286, -145.93206529945346, 62.59426257806414, -23.045021307697287, -18.727547308008695, -14.724407026330434, -28.41590964227575, 3.1832184274567, -24.9158232033411, -13.636753887389855, -4.6180632178223, -24.382340008530065, -15.796445763801804, -17.469194542480114, -11.696006644652941, -8.259346174504133, -13.839117848703834, -9.87541335807321, -11.963693344394422, -5.027495381315324, -2.8975441347024016, 161.4990234375, 600.7702702702703]",pop
31,"[3151.614023406546, 7293.827150703306, 7293.827150703306, 1276.031588622291, 0.4333444157176144, -44.99628005090311, 69.73478972877838, 11.883739045391664, 8.178460267222578, 12.600216366175845, 7.753453742871496, 11.30078109883337, 0.24968832596653787, 9.666491822679035, 2.8123530486908197, 3.8519141539224315, -0.8510940505684461, 2.09961520543866, 1.1252791262863864, 0.009114938467374547, 0.7517226425586738, -1.4721565493360804, 3.667337414989657, 4.462533014651001, 4.200405215269814, 112.34714673913044, 646.0555555555555]",pop
32,"[3603.717672334585, 7959.674426297854, 7959.674426297854, 1477.5420859133128, 0.35325672409020004, -44.71455800746119, 55.05048987735711, 27.16301420923944, 19.509436748546474, 14.692774146816888, 3.1902213954414926, 5.497242860414311, 1.427716337833479, 4.4970189232746405, 1.3764660094939642, -1.6519677858300306, -3.5230482714540865, -7.915640945899317, -3.5326468333711185, -8.196500612424822, -3.3976199584301514, -2.6546369717639267, 4.296931412466352, 1.3594839386622735, -0.17234933212123435, 103.359375, 642.5882352941177]",pop
33,"[3263.225400957844, 6829.997292361514, 6829.997292361514, 1361.2767269736842, 0.40900984271019747, -112.44489246974793, 59.74415478079742, 14.49307280809234, 19.168684301366206, 15.12946794932792, -3.2157164640624374, 6.0994330346968235, -6.691284266453725, 1.4670744600231709, -1.1568609863585788, -1.215076016818974, -0.7491883185009559, 1.8876566730801987, -0.6870183733880162, -2.295314864989059, -3.4968140221765105, -3.8997164185626723, -3.3994460272277847, -2.4279927506224714, -2.07866785902257, 99.38401442307692, 621.7234042553191]",pop
34,"[2516.4093698806873, 5087.656397277407, 5087.656397277407, 1222.0485439241486, 0.44383294010207636, -81.6994671463096, 78.600072285089, -17.252462921741294, 24.49098749678583, 8.39916413677402, 2.143074172918236, 5.52310940630962, 1.9554686048556331, 8.806306171112606, -0.1262239646440775, 0.5011936967611516, 4.6568974896757656, 2.410807093446393, 5.514217874577016, 0.6338683177789183, -1.7804127208528955, 2.3241587334776113, 7.858954240980026, 5.028922923148573, -3.3136824379922714, 117.45383522727273, 556.6326530612245]",pop
35,"[3694.8948640421313, 7867.846056590777, 7867.846056590777, 1669.8009384674922, 0.4244911383080446, -8.409946266097878, 42.045338802219696, 8.25707943756019, 17.971824621037257, 14.048518505354025, 7.355556343539005, 5.7208546045435975, -1.8969969264708633, 4.610019191914456, 2.0836771217163848, -1.0589645361901447, -0.6514851051346322, -2.4346177408374805, -1.4775242160417077, -3.7624304535360498, -1.6570913655876536, -2.3675727279183088, 0.057114883906919336, -0.9757895600195882, -2.5953317131557054, 117.45383522727273, 602.0566037735849]",pop
36,"[2838.4761118456286, 6486.9398926914155, 6486.9398926914155, 1223.514899380805, 0.4150954591782526, -72.09475388402049, 81.27792752961676, 16.711997534743116, 8.698406645830692, 14.17903581215071, -1.04582423630414, 12.84293311521541, -0.524265540649862, 3.1475345139857422, 3.162144352994517, -3.4684639493498493, -1.1346495155094862, -0.6837552252759126, -4.001118448040132, -1.0848489926876328, 1.7942831797499392, 3.501089724478229, 5.924009058976092, 6.343758491361893, 2.436330161262701, 117.45383522727273, 632.0526315789474]",pop
37,"[3663.4154358195083, 7777.583132431844, 7777.583132431844, 1563.013980263158, 0.5228059935304484, -39.87543819547711, 35.55576773579681, 8.913806667354471, 15.082415425043855, 15.224397566977169, 10.571601442680707, 21.827341262610265, 10.0182995844195, 13.978945273741521, 16.57182712434139, 1.4751025314847799, 3.2706174391991754, 0.07601563983919096, 0.9580848275313282, 7.636226803700152, 7.6278240150559435, 9.392906447384764, 6.579085164481642, 1.1782806732669158, -0.6427558450213052, 103.359375, 642.0588235294117]",pop
38,"[3682.3862053415805, 7567.905024198811, 7567.905024198811, 1457.7387287151703, 0.4729201306450818, -80.40715420779757, 35.95479437559412, 20.420223531779424, 26.35373814776435, 17.40708974653046, 4.5930582563450315, 13.513166062448468, 3.6309513617924027, 7.3243155001298605, 5.479343781685964, 3.9687416198673944, 5.33639811760109, 3.5561559876437068, 0.5232369031803298, 0.19032110506868452, -1.1246714377523026, 3.526668881784937, 1.4443053495761424, 0.4811014343758858, -1.7919584385541956, 89.10290948275862, 633.1363636363636]",pop
39,"[3001.4285080256127, 6442.857612202726, 6442.857612202726, 1439.5982488390093, 0.37947421521685126, -37.03823322029526, 68.89542550927857, 10.493159283843875, 23.943460478782605, 15.353756490418538, 3.5586785424703926, 11.687371432560008, 2.927341139902537, 2.552869344517168, 4.753003377447748, -1.5891331094936048, 2.568721565401649, -1.010555920704641, -1.6475181540668067, 0.5139421353854446, -2.8262603608553793, -3.434051154863209, -4.113801699342887, -4.217783892382393, 1.0922739818850098, 92.28515625, 615.4222222222222]",pop
40,"[3047.544893879331, 7386.163457529728, 7386.163457529728, 1065.9799487229102, 0.365883109180972, -36.62526715933765, 73.05995953358723, 39.158207490924724, 20.333043580217304, 12.51072966676864, 2.154659956670782, 11.729039211602329, -2.42139428430295, 6.641529591123521, 3.165004310331955, -5.3993216567108835, -3.15093683422059, -5.771765259023012, -7.671662361311674, -7.601783703151579, -6.845674517824806, -6.113605107950641, -1.5723381299855412, 2.133211380730589, -1.5497048306194856, 103.359375, 636.0612244897959]",pop
41,"[2246.1650466701017, 5154.087911017256, 5154.087911017256, 860.9018237229102, 0.3700963379883079, -137.7169918283642, 100.26535117031659, 14.408303366423407, 15.416763746942758, 2.3251484999475687, -1.0627026315162562, -2.10238578500288, -1.6848331688111904, -5.312328621194057, -1.782384909510354, 1.7386375621885362, -6.183144219461765, -3.033861433813934, -9.781332684732309, -6.662709057239174, -3.9666797484179988, -10.1804959927228, -2.9609995698852716, -3.572903904266406, -0.6479431724385957, 143.5546875, 641.0428571428571]",pop
42,"[3151.267307393124, 7294.285126794519, 7294.285126794519, 1277.6037635448915, 0.4335112467268263, -44.953271102722994, 69.77199780912001, 11.840607434042917, 8.122825499844192, 12.643742512566886, 7.8147818063459935, 11.333863587478339, 0.18649297633246836, 9.6527511864406, 2.8368296227943515, 3.8442721219910583, -0.8576726205532074, 2.1284654888734047, 1.0871419131590287, -0.06555449254813321, 0.6635316889039217, -1.4793301202635831, 3.7234899089548366, 4.545853973205053, 4.2682330489228715, 112.34714673913044, 642.7222222222222]",pop
43,"[2806.8202835027237, 6103.572270156613, 6103.572270156613, 1287.3996226780187, 0.3330596530775988, -42.19792632793201, 82.16002028515516, -2.232454063864467, 19.915092861713266, 13.868117206769503, 0.8637809933572339, 7.926279817029197, -0.7117239322308465, 6.869167938051362, -1.9082466199505008, -4.697375328947792, -3.1786480843085156, -2.9437011211047603, 3.5991738288901916, -0.06885827931903049, 1.5991542889721102, 0.8594789972253722, -1.2400232804096014, 2.5315964633793544, 0.7823740458205144, 151.99908088235293, 619.0555555555555]",pop
44,"[2702.8930018479814, 5775.478198412123, 5775.478198412123, 1034.1736406733746, 0.47350193472555013, -50.80667293090026, 68.04431030273184, 12.07575746345062, 36.328399751476226, 8.669478638081, 19.500984894193405, 10.712940887746809, 12.30870783928585, 1.6595891008605503, 10.159899323541646, 4.832466883577201, 1.697776189082054, 2.7273598920899005, 3.158115595232017, 2.4569820324941776, 1.4184040911877551, 1.0692975620348673, 1.9062783344457435, 2.2703881320971036, 2.4212993466800037, 135.99917763157896, 602.5573770491803]",pop
45,"[3672.8155299166283, 7783.853241462442, 7783.853241462442, 1543.1803889318885, 0.5185154520538156, -39.594800526319965, 33.94216445052897, 9.592606332142749, 16.668636343627238, 14.908292072792767, 11.182397619029414, 21.47152958656542, 9.876923363947384, 14.739196272098809, 15.635722012106593, 2.0572962658687857, 2.5914001164535647, 0.3665366393848431, 1.6373969164664237, 6.9197035693641915, 8.236739918706643, 9.367362422757717, 6.961778446542891, 1.493864558784916, -1.1270946582675023, 103.359375, 641.0196078431372]",pop
46,"[2327.245000186822, 4929.596357943011, 4929.596357943011, 955.7765334752322, 0.4968241798623464, -30.25296368463084, 88.46551366712751, -6.566091476549924, 32.79669095321002, 8.507998175832597, 8.389242973988795, 2.051466431119096, 6.864453345846352, 3.581800723314688, 2.722986601509808, 1.2912869781164313, 3.2902816454607358, 1.565278639956871, 2.3726610326064894, 2.528300109405614, 1.1022955218537753, -1.5731240559461988, -0.2579489234295592, 0.1217866435402831, 0.42662173387888747, 107.666015625, 615.9019607843137]",pop
47,"[2053.1429492718576, 4505.077501903277, 4505.077501903277, 754.4927921826626, 0.28229280510311655, -204.68140016148402, 101.63786931548148, 26.389652776111767, 9.186355461629544, 10.46338481195366, 5.108140854792322, -9.463628366190731, 9.31355110232613, -12.479069420111609, -2.4745025163487586, 6.225537739021769, -9.486675514097808, -2.5369288653582136, -9.031041493074506, -10.179989413361987, -4.046949821016008, -7.764799578847994, -5.136720503544128, -1.8267774675703505, -4.427965277347429, 107.666015625, 623.7692307692307]",pop
48,"[3941.262858184962, 8260.381527787848, 8260.381527787848, 1678.130442143963, 0.432717885871798, -56.10266891369552, 36.45065138593924, 11.994297146148014, -6.398934637662285, 3.791730168008446, 5.293769567766817, 3.404269225299068, 4.2762868921049275, 8.005705558515428, 5.865316174057505, 1.586016641009193, 4.848071231069831, 0.4988431816351097, 2.518610066964, 0.28190112509879217, -2.5954487622358164, -1.426212670693664, -1.8700481133409512, -5.403532734230941, -4.323019744907083, 103.359375, 628.9019607843137]",pop
49,"[3168.891346871845, 7555.814455390806, 7555.814455390806, 1005.2395752708978, 0.4620129554254738, -61.99423631433993, 64.20420389357605, 29.872101755779138, 23.265639694149193, 16.268895393807973, 7.449303849479751, 8.870663449375899, 6.417976354115787, 7.414621787176951, 3.025486525701867, 1.4738579420799474, 2.9803445773320347, 1.8553775808739048, 0.5234159805424687, -0.33945977838965824, 0.8094708863889087, 1.2935448595598806, 1.177401185748754, 0.854013288184537, 0.1044959015211968, 129.19921875, 634.2380952380952]",pop
50,"[3126.642118238388, 6932.034365483613, 6932.034365483613, 1054.8386706656347, 0.3398990440377448, -59.02925131996166, 60.98595348023071, 27.73971103317953, 23.84553980533099, 12.294417343385645, 7.38167689516952, 12.328515838167847, 7.153815371665089, 13.425379245550104, 2.5030174944208645, -1.9612688359226795, -2.4025988203716, -4.512378082332444, 3.469582024394029, 2.041404544426678, 3.7238702603607603, 2.490627823037927, 1.268814172974201, 3.108975521827841, 1.6369181382013562, 92.28515625, 646.5909090909091]",pop
51,"[3508.7865370811546, 7585.124925228393, 7585.124925228393, 1373.8087751547987, 0.466970396291337, -125.47939059114664, 51.224576491081876, 38.498652048573625, 14.487560438184117, 16.236156726732542, 4.636130534706801, 12.31009693040317, 1.1741846437925767, 1.7326912399882337, 9.773376305524256, -2.820799614142537, 2.079874056515159, 0.8553150541825868, -0.49290986498362527, 1.3518514461779152, -0.8489356967150541, 0.49980149173389216, 4.146517326757011, 1.7532136384401282, 8.22799493171785, 99.38401442307692, 641.2608695652174]",pop
52,"[2489.3749629961303, 5976.521375616299, 5976.521375616299, 843.9102409055728, 0.2981829528588089, -104.42150414192741, 86.86128745065257, 28.750662612561484, 26.61524973213426, 8.90565999619033, 5.66819730282877, 7.755120138412899, 0.4559645570949867, 6.621964841402836, 6.569268713160437, 0.38126479353253917, 2.1548538918991977, -0.011158516492830098, -0.355753858525499, 1.3170833767875352, 1.320643836294491, 1.9407234560824647, 1.227041453316052, -0.11890554219843673, 0.8459228645874642, 123.046875, 640.5245901639345]",pop
53,"[3497.6023152198827, 7661.881718115575, 7661.881718115575, 1362.213985100619, 0.39027971917355997, -46.83040571801657, 55.89410170856938, 26.07916826533463, 16.543621792478305, 7.094800676110217, -3.351806036345818, 9.254181103452604, -0.845950582056134, 8.314365445981096, 7.119852891994347, -0.538142001658914, 1.7627631985675702, -1.8249756582979566, 5.222425623528789, -3.0862378277187914, -0.8531613942872472, -3.8612026348120163, -2.3419180652678615, -0.23782847538243826, 2.209718187734852, 95.703125, 649.6086956521739]",pop
